STATION,SAMPLE DATE,YEAR,TEST NAME,TEST CODE,TEST VALUE,UNIT,REMARK
H4,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,201,ug/L,
H4,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,352,mg/L,
H4,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,2.5,mg/L,
H4,16-Aug-2008,2008,STRONTIUM,SRUT,204,ug/L,+/-18
H4,16-Aug-2008,2008,SULPHATE,SSO4UR,19.6,mg/L,
H4,16-Aug-2008,2008,TITANIUM,TIUT,1.93,ug/L,+/-0.3
H4,16-Aug-2008,2008,VANADIUM,VVUT,1.06,ug/L,+/-1
H4,16-Aug-2008,2008,ZINC,ZNUT,1.22,ug/L,+/-0.7
H6,16-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,185,mg/L CaCO3,
H6,16-Aug-2008,2008,ALUMINUM,ALUT,40.6,ug/L,+/-4.1
H6,16-Aug-2008,2008,ANIONS,ANIONS,7.05,meq/L,
H6,16-Aug-2008,2008,BARIUM,BAUT,42.8,ug/L,+/-3.8
H6,16-Aug-2008,2008,BERYLLIUM,BEUT,-0.0228,ug/L,+/-0.04
H6,16-Aug-2008,2008,CALCIUM,CAUT,63.6,mg/L,
H6,16-Aug-2008,2008,CADMIUM,CDUT,0.638,ug/L,+/-0.8
H6,16-Aug-2008,2008,CHLORIDE,CLIDUR,102,mg/L,
H6,16-Aug-2008,2008,CONDUCTIVITY,COND25,651,uS/cm,
H6,16-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,736,uS/cm,
H6,16-Aug-2008,2008,COBALT,COUT,0.299,ug/L,+/-1.5
H6,16-Aug-2008,2008,CHROMIUM,CRUT,-0.659,ug/L,+/-1
H6,16-Aug-2008,2008,COPPER,CUUT,0.676,ug/L,+/-0.8
H6,16-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,41.6,mg/L,
H6,16-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,12,mg/L,
H6,16-Aug-2008,2008,IRON,FEUT,132,ug/L,+/-12
H6,16-Aug-2008,2008,HARDNESS,HARDT,204,mg/L,
H6,16-Aug-2008,2008,CATIONS,IBCCAT,6.6,meq/L,
H6,16-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,6.7,%,
H6,16-Aug-2008,2008,POTASSIUM,KKUT,3.53,mg/L,
H6,16-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,1.1,none,
H6,16-Aug-2008,2008,MAGNESIUM,MGUT,11,mg/L,
H6,16-Aug-2008,2008,MANGANESE,MNUT,83.4,ug/L,+/-8.3
H6,16-Aug-2008,2008,MOLYBDENUM,MOUT,0.0863,ug/L,+/-1.5
H6,16-Aug-2008,2008,SODIUM,NAUT,56,mg/L,
H6,16-Aug-2008,2008,NICKEL,NIUT,0.0546,ug/L,+/-1.5
H6,16-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,6,ug/L,<T
H6,16-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,4,ug/L,<T
H6,16-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,5,ug/L,<=W
H6,16-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,1570,ug/L,
H6,16-Aug-2008,2008,LEAD,PBUT,-0.242,ug/L,+/-11
H6,16-Aug-2008,2008,PH,PH,8.42,none,
H6,16-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.35,none,
H6,16-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0012,mg/L,<T
H6,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,121,ug/L,
H6,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,160,ug/L,
H6,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,173,ug/L,
H6,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,372,mg/L,
H6,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,2.52,mg/L,
H6,16-Aug-2008,2008,STRONTIUM,SRUT,218,ug/L,+/-20
H6,16-Aug-2008,2008,SULPHATE,SSO4UR,22.8,mg/L,
H6,16-Aug-2008,2008,TITANIUM,TIUT,1.1,ug/L,+/-0.3
H6,16-Aug-2008,2008,VANADIUM,VVUT,1.71,ug/L,+/-1
H6,16-Aug-2008,2008,ZINC,ZNUT,0.915,ug/L,+/-0.7
K39,16-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,116,mg/L CaCO3,
K39,16-Aug-2008,2008,ALUMINUM,ALUT,7.66,ug/L,+/-3
K39,16-Aug-2008,2008,ANIONS,ANIONS,3.91,meq/L,
K39,16-Aug-2008,2008,BARIUM,BAUT,29.1,ug/L,+/-2.6
K39,16-Aug-2008,2008,BERYLLIUM,BEUT,-0.0305,ug/L,+/-0.04
K39,16-Aug-2008,2008,CALCIUM,CAUT,44.8,mg/L,
K39,16-Aug-2008,2008,CADMIUM,CDUT,1.15,ug/L,+/-0.8
K39,16-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,2,ug/L,<T
K39,16-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,2.8,ug/L,
K39,16-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.1,ug/L,<=W
K39,16-Aug-2008,2008,CHLORIDE,CLIDUR,40.8,mg/L,
K39,16-Aug-2008,2008,CONDUCTIVITY,COND25,387,uS/cm,
K39,16-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,425,uS/cm,
K39,16-Aug-2008,2008,COBALT,COUT,0.448,ug/L,+/-1.5
K39,16-Aug-2008,2008,CHROMIUM,CRUT,-0.25,ug/L,+/-1
K39,16-Aug-2008,2008,COPPER,CUUT,1.35,ug/L,+/-0.8
K39,16-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,26.5,mg/L,
K39,16-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,4.4,mg/L,
K39,16-Aug-2008,2008,IRON,FEUT,8.03,ug/L,+/-1.5
K39,16-Aug-2008,2008,HARDNESS,HARDT,143,mg/L,
K39,16-Aug-2008,2008,CATIONS,IBCCAT,3.93,meq/L,
K39,16-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,0.46,%,
K39,16-Aug-2008,2008,POTASSIUM,KKUT,2.07,mg/L,
K39,16-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.73,none,
K39,16-Aug-2008,2008,MAGNESIUM,MGUT,7.58,mg/L,
K39,16-Aug-2008,2008,MANGANESE,MNUT,3.62,ug/L,+/-0.36
K39,16-Aug-2008,2008,MOLYBDENUM,MOUT,0.484,ug/L,+/-1.5
K39,16-Aug-2008,2008,SODIUM,NAUT,23.4,mg/L,
K39,16-Aug-2008,2008,NICKEL,NIUT,0.338,ug/L,+/-1.5
K39,16-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,26,ug/L,
K39,16-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,3,ug/L,<T
K39,16-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,36,ug/L,
K39,16-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,460,ug/L,
K39,16-Aug-2008,2008,LEAD,PBUT,1.68,ug/L,+/-11
K39,16-Aug-2008,2008,PH,PH,8.39,none,
K39,16-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.66,none,
K39,16-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0005,mg/L,<=W
K39,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,12,ug/L,
K39,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,15,ug/L,
K39,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,17.8,ug/L,
K39,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,211,mg/L,
K39,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,0.76,mg/L,
K39,16-Aug-2008,2008,STRONTIUM,SRUT,137,ug/L,+/-12
K39,16-Aug-2008,2008,SULPHATE,SSO4UR,21.2,mg/L,
K39,16-Aug-2008,2008,TITANIUM,TIUT,0.328,ug/L,+/-0.3
K39,16-Aug-2008,2008,VANADIUM,VVUT,0.901,ug/L,+/-1
K39,16-Aug-2008,2008,ZINC,ZNUT,2.09,ug/L,+/-0.7
K42,16-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,117,mg/L CaCO3,
K42,16-Aug-2008,2008,ALUMINUM,ALUT,,ug/L,NDSM
K42,16-Aug-2008,2008,ANIONS,ANIONS,3.93,meq/L,
K42,16-Aug-2008,2008,BARIUM,BAUT,,ug/L,NDSM
K42,16-Aug-2008,2008,BERYLLIUM,BEUT,,ug/L,NDSM
K42,16-Aug-2008,2008,CALCIUM,CAUT,38.6,mg/L,
K42,16-Aug-2008,2008,CADMIUM,CDUT,,ug/L,NDSM
K42,16-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,2,ug/L,<T
K42,16-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,2.4,ug/L,
K42,16-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.1,ug/L,<=W
K42,16-Aug-2008,2008,CHLORIDE,CLIDUR,40.7,mg/L,
K42,16-Aug-2008,2008,CONDUCTIVITY,COND25,384,uS/cm,
K42,16-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,400,uS/cm,
K42,16-Aug-2008,2008,COBALT,COUT,,ug/L,NDSM
K42,16-Aug-2008,2008,CHROMIUM,CRUT,,ug/L,NDSM
K42,16-Aug-2008,2008,COPPER,CUUT,,ug/L,NDSM
K42,16-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,26.5,mg/L,
K42,16-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,4.5,mg/L,
K42,16-Aug-2008,2008,IRON,FEUT,,ug/L,NDSM
K42,16-Aug-2008,2008,HARDNESS,HARDT,124,mg/L,
K42,16-Aug-2008,2008,CATIONS,IBCCAT,3.44,meq/L,
K42,16-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,14,%,
K42,16-Aug-2008,2008,POTASSIUM,KKUT,2.09,mg/L,
K42,16-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.58,none,
K42,16-Aug-2008,2008,MAGNESIUM,MGUT,6.84,mg/L,
K42,16-Aug-2008,2008,MANGANESE,MNUT,,ug/L,NDSM
K42,16-Aug-2008,2008,MOLYBDENUM,MOUT,,ug/L,NDSM
K42,16-Aug-2008,2008,SODIUM,NAUT,20.7,mg/L,
K42,16-Aug-2008,2008,NICKEL,NIUT,,ug/L,NDSM
K42,16-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,32,ug/L,
K42,16-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,4,ug/L,<T
K42,16-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,45,ug/L,
K42,16-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,460,ug/L,
K42,16-Aug-2008,2008,LEAD,PBUT,,ug/L,NDSM
K42,16-Aug-2008,2008,PH,PH,8.3,none,
K42,16-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.72,none,
K42,16-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0005,mg/L,<=W
K42,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,9,ug/L,<T
K42,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,13.8,ug/L,
K42,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,14.2,ug/L,
K42,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,202,mg/L,
K42,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,0.8,mg/L,
K42,16-Aug-2008,2008,STRONTIUM,SRUT,,ug/L,NDSM
K42,16-Aug-2008,2008,SULPHATE,SSO4UR,21.4,mg/L,
K42,16-Aug-2008,2008,TITANIUM,TIUT,,ug/L,NDSM
K42,16-Aug-2008,2008,VANADIUM,VVUT,,ug/L,NDSM
K42,16-Aug-2008,2008,ZINC,ZNUT,,ug/L,NDSM
K45,16-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,113,mg/L CaCO3,
K45,16-Aug-2008,2008,ALUMINUM,ALUT,,ug/L,NDSM
K45,16-Aug-2008,2008,ANIONS,ANIONS,3.84,meq/L,
K45,16-Aug-2008,2008,BARIUM,BAUT,,ug/L,NDSM
K45,16-Aug-2008,2008,BERYLLIUM,BEUT,,ug/L,NDSM
K45,16-Aug-2008,2008,CALCIUM,CAUT,42.7,mg/L,
K45,16-Aug-2008,2008,CADMIUM,CDUT,,ug/L,NDSM
K45,16-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,2,ug/L,<T
K45,16-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,2.8,ug/L,
K45,16-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.1,ug/L,<=W
K45,16-Aug-2008,2008,CHLORIDE,CLIDUR,40.2,mg/L,
K45,16-Aug-2008,2008,CONDUCTIVITY,COND25,376,uS/cm,
K45,16-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,412,uS/cm,
K45,16-Aug-2008,2008,COBALT,COUT,,ug/L,NDSM
K45,16-Aug-2008,2008,CHROMIUM,CRUT,,ug/L,NDSM
K45,16-Aug-2008,2008,COPPER,CUUT,,ug/L,NDSM
K45,16-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,,mg/L,NDSM
K45,16-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,,mg/L,NDSM
K45,16-Aug-2008,2008,IRON,FEUT,,ug/L,NDSM
K45,16-Aug-2008,2008,HARDNESS,HARDT,137,mg/L,
K45,16-Aug-2008,2008,CATIONS,IBCCAT,3.76,meq/L,
K45,16-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,2.2,%,
K45,16-Aug-2008,2008,POTASSIUM,KKUT,2.06,mg/L,
K45,16-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.77,none,
K45,16-Aug-2008,2008,MAGNESIUM,MGUT,7.34,mg/L,
K45,16-Aug-2008,2008,MANGANESE,MNUT,,ug/L,NDSM
K45,16-Aug-2008,2008,MOLYBDENUM,MOUT,,ug/L,NDSM
K45,16-Aug-2008,2008,SODIUM,NAUT,22.3,mg/L,
K45,16-Aug-2008,2008,NICKEL,NIUT,,ug/L,NDSM
K45,16-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,11,ug/L,
K45,16-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,1,ug/L,<=W
K45,16-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,5,ug/L,<=W
K45,16-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,420,ug/L,
K45,16-Aug-2008,2008,LEAD,PBUT,,ug/L,NDSM
K45,16-Aug-2008,2008,PH,PH,8.46,none,
K45,16-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.69,none,
K45,16-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0005,mg/L,<=W
K45,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,9,ug/L,<T
K45,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,13,ug/L,
K45,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,13.2,ug/L,
K45,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,205,mg/L,
K45,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,,mg/L,NDSM
K45,16-Aug-2008,2008,STRONTIUM,SRUT,,ug/L,NDSM
K45,16-Aug-2008,2008,SULPHATE,SSO4UR,21.2,mg/L,
K45,16-Aug-2008,2008,TITANIUM,TIUT,,ug/L,NDSM
K45,16-Aug-2008,2008,VANADIUM,VVUT,,ug/L,NDSM
K45,16-Aug-2008,2008,ZINC,ZNUT,,ug/L,NDSM
S15,16-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,115,mg/L CaCO3,
S15,16-Aug-2008,2008,ALUMINUM,ALUT,7.88,ug/L,+/-3
S15,16-Aug-2008,2008,ANIONS,ANIONS,3.88,meq/L,
S15,16-Aug-2008,2008,BARIUM,BAUT,29.1,ug/L,+/-2.6
S15,16-Aug-2008,2008,BERYLLIUM,BEUT,-0.0315,ug/L,+/-0.04
S15,16-Aug-2008,2008,CALCIUM,CAUT,42.8,mg/L,
S15,16-Aug-2008,2008,CADMIUM,CDUT,1.23,ug/L,+/-0.8
S15,16-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,2,ug/L,<T
S15,16-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,2.4,ug/L,
S15,16-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.1,ug/L,<=W
S15,16-Aug-2008,2008,CHLORIDE,CLIDUR,40.3,mg/L,
S15,16-Aug-2008,2008,CONDUCTIVITY,COND25,378,uS/cm,
S15,16-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,418,uS/cm,
S15,16-Aug-2008,2008,COBALT,COUT,-0.0664,ug/L,+/-1.5
S15,16-Aug-2008,2008,CHROMIUM,CRUT,0.104,ug/L,+/-1
S15,16-Aug-2008,2008,COPPER,CUUT,1.77,ug/L,+/-0.8
S15,16-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,25.2,mg/L,
S15,16-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,4.8,mg/L,
S15,16-Aug-2008,2008,IRON,FEUT,5.45,ug/L,+/-1.5
S15,16-Aug-2008,2008,HARDNESS,HARDT,138,mg/L,
S15,16-Aug-2008,2008,CATIONS,IBCCAT,3.83,meq/L,
S15,16-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,1.2,%,
S15,16-Aug-2008,2008,POTASSIUM,KKUT,2.05,mg/L,
S15,16-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.73,none,
S15,16-Aug-2008,2008,MAGNESIUM,MGUT,7.7,mg/L,
S15,16-Aug-2008,2008,MANGANESE,MNUT,1.45,ug/L,+/-0.3
S15,16-Aug-2008,2008,MOLYBDENUM,MOUT,0.285,ug/L,+/-1.5
S15,16-Aug-2008,2008,SODIUM,NAUT,23.3,mg/L,
S15,16-Aug-2008,2008,NICKEL,NIUT,-0.309,ug/L,+/-1.5
S15,16-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,11,ug/L,
S15,16-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,1,ug/L,<=W
S15,16-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,5,ug/L,<=W
S15,16-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,430,ug/L,
S15,16-Aug-2008,2008,LEAD,PBUT,1.04,ug/L,+/-11
S15,16-Aug-2008,2008,PH,PH,8.41,none,
S15,16-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.68,none,
S15,16-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0005,mg/L,<=W
S15,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,9,ug/L,<T
S15,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,14.8,ug/L,
S15,16-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,15.2,ug/L,
S15,16-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,207,mg/L,
S15,16-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,0.72,mg/L,
S15,16-Aug-2008,2008,STRONTIUM,SRUT,138,ug/L,+/-12
S15,16-Aug-2008,2008,SULPHATE,SSO4UR,21,mg/L,
S15,16-Aug-2008,2008,TITANIUM,TIUT,0.37,ug/L,+/-0.3
S15,16-Aug-2008,2008,VANADIUM,VVUT,1.49,ug/L,+/-1
S15,16-Aug-2008,2008,ZINC,ZNUT,3.18,ug/L,+/-0.7
C1,30-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,109,mg/L CaCO3,
C1,30-Aug-2008,2008,ALUMINUM,ALUT,-0.199,ug/L,+/-3
C1,30-Aug-2008,2008,ANIONS,ANIONS,4,meq/L,
C1,30-Aug-2008,2008,BARIUM,BAUT,29.8,ug/L,+/-2.7
C1,30-Aug-2008,2008,BERYLLIUM,BEUT,-0.0343,ug/L,+/-0.04
C1,30-Aug-2008,2008,CALCIUM,CAUT,41.4,mg/L,
C1,30-Aug-2008,2008,CADMIUM,CDUT,0.318,ug/L,+/-0.8
C1,30-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,6,ug/L,
C1,30-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,6.9,ug/L,
C1,30-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.6,ug/L,
C1,30-Aug-2008,2008,CHLORIDE,CLIDUR,49.5,mg/L,
C1,30-Aug-2008,2008,CONDUCTIVITY,COND25,402,uS/cm,
C1,30-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,437,uS/cm,
C1,30-Aug-2008,2008,COBALT,COUT,-0.409,ug/L,+/-1.5
C1,30-Aug-2008,2008,CHROMIUM,CRUT,-0.455,ug/L,+/-1
C1,30-Aug-2008,2008,COPPER,CUUT,0.554,ug/L,+/-0.8
C1,30-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,25.1,mg/L,
C1,30-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,5.5,mg/L,
C1,30-Aug-2008,2008,IRON,FEUT,7.88,ug/L,+/-1.5
C1,30-Aug-2008,2008,HARDNESS,HARDT,137,mg/L,
C1,30-Aug-2008,2008,CATIONS,IBCCAT,3.98,meq/L,
C1,30-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,0.73,%,
C1,30-Aug-2008,2008,POTASSIUM,KKUT,2.15,mg/L,
C1,30-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.65,none,
C1,30-Aug-2008,2008,MAGNESIUM,MGUT,8.22,mg/L,
C1,30-Aug-2008,2008,MANGANESE,MNUT,14.3,ug/L,+/-1.4
C1,30-Aug-2008,2008,MOLYBDENUM,MOUT,1.29,ug/L,+/-1.5
C1,30-Aug-2008,2008,SODIUM,NAUT,27,mg/L,
C1,30-Aug-2008,2008,NICKEL,NIUT,0.495,ug/L,+/-1.5
C1,30-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,24,ug/L,
C1,30-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,2,ug/L,<T
C1,30-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,5,ug/L,<=W
C1,30-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,640,ug/L,
C1,30-Aug-2008,2008,LEAD,PBUT,0.554,ug/L,+/-11
C1,30-Aug-2008,2008,PH,PH,8.41,none,
C1,30-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.76,none,
C1,30-Aug-2008,2008,PHOSPHORUS; PHOSPHATE,PPO4FR,0.0005,mg/L,<=W
C1,30-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT,24,ug/L,
C1,30-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT1,27.8,ug/L,
C1,30-Aug-2008,2008,PHOSPHORUS; TOTAL,PPUT2,34,ug/L,
C1,30-Aug-2008,2008,SOLIDS; DISSOLVED ESTIMATED,RSFEST,215,mg/L,
C1,30-Aug-2008,2008,SILICON; REACTIVE SILICATE,SIO3UR,2,mg/L,
C1,30-Aug-2008,2008,STRONTIUM,SRUT,144,ug/L,+/-13
C1,30-Aug-2008,2008,SULPHATE,SSO4UR,20.3,mg/L,
C1,30-Aug-2008,2008,TITANIUM,TIUT,0.162,ug/L,+/-0.3
C1,30-Aug-2008,2008,VANADIUM,VVUT,0.997,ug/L,+/-1
C1,30-Aug-2008,2008,ZINC,ZNUT,2.49,ug/L,+/-0.7
C6,30-Aug-2008,2008,ALKALINITY; TOTAL FIXED ENDPT,ALKT,105,mg/L CaCO3,
C6,30-Aug-2008,2008,ALUMINUM,ALUT,1.54,ug/L,+/-3
C6,30-Aug-2008,2008,ANIONS,ANIONS,3.71,meq/L,
C6,30-Aug-2008,2008,BARIUM,BAUT,28.1,ug/L,+/-2.5
C6,30-Aug-2008,2008,BERYLLIUM,BEUT,-0.0361,ug/L,+/-0.04
C6,30-Aug-2008,2008,CALCIUM,CAUT,40.6,mg/L,
C6,30-Aug-2008,2008,CADMIUM,CDUT,0.569,ug/L,+/-0.8
C6,30-Aug-2008,2008,CHLOROPHYLL - A; CORRECTED,CHLRAC,2,ug/L,<T
C6,30-Aug-2008,2008,CHLOROPHYLL - A; TOTAL,CHLRAT,3.2,ug/L,
C6,30-Aug-2008,2008,CHLOROPHYLL - B; TOTAL,CHLRBT,0.2,ug/L,<T
C6,30-Aug-2008,2008,CHLORIDE,CLIDUR,41,mg/L,
C6,30-Aug-2008,2008,CONDUCTIVITY,COND25,366,uS/cm,
C6,30-Aug-2008,2008,CONDUCTIVITY ESTIMATED,CONDTY,403,uS/cm,
C6,30-Aug-2008,2008,COBALT,COUT,0.0776,ug/L,+/-1.5
C6,30-Aug-2008,2008,CHROMIUM,CRUT,-0.0554,ug/L,+/-1
C6,30-Aug-2008,2008,COPPER,CUUT,0.996,ug/L,+/-0.8
C6,30-Aug-2008,2008,CARBON; DISSOLVED INORGANIC,DIC,24,mg/L,
C6,30-Aug-2008,2008,CARBON; DISSOLVED ORGANIC,DOC,4.4,mg/L,
C6,30-Aug-2008,2008,IRON,FEUT,2.55,ug/L,+/-1.5
C6,30-Aug-2008,2008,HARDNESS,HARDT,132,mg/L,
C6,30-Aug-2008,2008,CATIONS,IBCCAT,3.66,meq/L,
C6,30-Aug-2008,2008,ION BALANCE CALCULATION,IONCAL,1.3,%,
C6,30-Aug-2008,2008,POTASSIUM,KKUT,1.96,mg/L,
C6,30-Aug-2008,2008,LANGELIERS INDEX CALCULATION,LANGI,0.65,none,
C6,30-Aug-2008,2008,MAGNESIUM,MGUT,7.56,mg/L,
C6,30-Aug-2008,2008,MANGANESE,MNUT,4.28,ug/L,+/-0.43
C6,30-Aug-2008,2008,MOLYBDENUM,MOUT,1.16,ug/L,+/-1.5
C6,30-Aug-2008,2008,SODIUM,NAUT,22.1,mg/L,
C6,30-Aug-2008,2008,NICKEL,NIUT,0.396,ug/L,+/-1.5
C6,30-Aug-2008,2008,NITROGEN; AMMONIA+AMMONIUM,NNHTUR,15,ug/L,
C6,30-Aug-2008,2008,NITROGEN; NITRITE,NNO2UR,3,ug/L,<T
C6,30-Aug-2008,2008,NITROGEN; NITRATE+NITRITE,NNOTUR,5,ug/L,<=W
C6,30-Aug-2008,2008,NITROGEN; TOTAL KJELDAHL,NNTKUR,480,ug/L,
C6,30-Aug-2008,2008,LEAD,PBUT,-2.48,ug/L,+/-11
C6,30-Aug-2008,2008,PH,PH,8.42,none,
C6,30-Aug-2008,2008,SATURATION PH ESTIMATED,PHSEST,7.77,none,
