"target_piece","loc_removed","remove_value","file_removed","rank_removed"
"N","c3",552,3,3
"N","c3",563,3,3
"N","c3",547,3,3
"N","c3",525,3,3
"N","c3",422,3,3
"N","c3",536,3,3
"N","c3",496,3,3
"N","c3",514,3,3
"N","c3",527,3,3
"N","c3",522,3,3
"N","c3",521,3,3
"N","c3",529,3,3
"N","c3",444,3,3
"N","c3",539,3,3
"N","c3",555,3,3
"N","c3",620,3,3
"N","c3",612,3,3
"N","c3",548,3,3
"N","c3",596,3,3
"N","c3",552,3,3
"N","c3",475,3,3
"N","c3",520,3,3
"N","c3",1137,3,3
"N","c3",499,3,3
"N","c3",434,3,3
"N","c3",496,3,3
"N","e2",520,5,2
"N","e2",529,5,2
"N","e2",567,5,2
"N","e2",554,5,2
"N","f3",475,6,3
"N","f3",560,6,3
"N","f3",501,6,3
"N","f3",565,6,3
"N","f3",537,6,3
"N","f3",529,6,3
"N","f3",776,6,3
"N","f3",601,6,3
"N","f3",545,6,3
"N","f3",462,6,3
"N","f3",486,6,3
"N","f3",639,6,3
"N","f3",462,6,3
"N","f3",510,6,3
"N","f3",357,6,3
"N","f3",483,6,3
"N","f3",369,6,3
"N","f3",468,6,3
"N","f3",405,6,3
"N","f3",420,6,3
"N","f3",482,6,3
"N","f3",365,6,3
"N","b1",593,2,1
"N","b1",477,2,1
"N","b1",475,2,1
"N","b1",511,2,1
"N","b1",493,2,1
"N","b1",483,2,1
"N","b1",476,2,1
"N","b1",541,2,1
"N","b1",503,2,1
"N","b1",501,2,1
"N","b1",380,2,1
"N","b1",440,2,1
"N","b1",402,2,1
"N","b1",396,2,1
"N","b1",344,2,1
"N","b1",438,2,1
"N","b1",481,2,1
"N","b1",400,2,1
"N","b1",408,2,1
"N","b1",348,2,1
"N","b1",441,2,1
"N","b1",456,2,1
"N","b1",343,2,1
"N","b1",325,2,1
"N","b1",440,2,1
"N","b1",423,2,1
"N","b1",368,2,1
"N","b1",75,2,1
"N","b1",97,2,1
"N","b1",561,2,1
"N","b1",338,2,1
"N","b1",208,2,1
"N","b1",231,2,1
"N","b1",228,2,1
"N","b1",208,2,1
"N","b1",346,2,1
"N","b1",144,2,1
"N","b1",198,2,1
"N","b1",190,2,1
"N","b1",257,2,1
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",479,2,1
"N","b1",476,2,1
"N","b1",505,2,1
"N","b1",484,2,1
"N","b1",513,2,1
"N","b1",460,2,1
"N","b1",540,2,1
"N","b3",646,2,3
"N","b3",508,2,3
"N","b3",678,2,3
"N","b3",557,2,3
"N","b3",477,2,3
"N","b3",521,2,3
"N","b3",504,2,3
"N","b3",514,2,3
"N","b3",500,2,3
"N","b3",516,2,3
"N","b3",425,2,3
"N","b3",475,2,3
"N","b3",439,2,3
"N","c3",720,3,3
"N","c3",721,3,3
"N","c3",613,3,3
"N","b5",662,2,5
"N","b5",758,2,5
"N","b5",524,2,5
"N","b5",554,2,5
"N","c3",586,3,3
"N","c3",562,3,3
"N","c3",523,3,3
"N","c3",579,3,3
"N","b5",1223,2,5
"N","b5",206,2,5
"N","b5",154,2,5
"N","b1",593,2,1
"N","b1",477,2,1
"N","b1",475,2,1
"N","b1",500,2,1
"N","b1",529,2,1
"N","b1",497,2,1
"N","b1",485,2,1
"N","b1",544,2,1
"N","b1",556,2,1
"N","b1",513,2,1
"N","b1",524,2,1
"N","b1",453,2,1
"N","b1",451,2,1
"N","b1",477,2,1
"N","b1",499,2,1
"N","b1",521,2,1
"N","c3",461,3,3
"N","c3",453,3,3
"N","c3",454,3,3
"N","c3",409,3,3
"N","c3",601,3,3
"N","c3",561,3,3
"N","c3",539,3,3
"N","c3",614,3,3
"N","c3",425,3,3
"N","b1",486,2,1
"N","b1",499,2,1
"N","c3",584,3,3
"N","c3",599,3,3
"N","c3",640,3,3
"N","c3",527,3,3
"N","c3",693,3,3
"N","c3",499,3,3
"N","c3",1081,3,3
"N","c3",668,3,3
"N","c3",1048,3,3
"N","c3",527,3,3
"N","c3",487,3,3
"N","c3",346,3,3
"N","c3",315,3,3
"N","f3",526,6,3
"N","f3",517,6,3
"N","f3",531,6,3
"N","f3",515,6,3
"N","f3",510,6,3
"N","f3",525,6,3
"N","f3",511,6,3
"N","f3",510,6,3
"N","f3",510,6,3
"N","f3",489,6,3
"N","f3",484,6,3
"N","f3",478,6,3
"N","f3",518,6,3
"N","f3",504,6,3
"N","f3",552,6,3
"N","f3",525,6,3
"N","f3",567,6,3
"N","f3",500,6,3
"N","f3",538,6,3
"N","f3",533,6,3
"N","f3",588,6,3
"N","f3",433,6,3
"N","f3",487,6,3
"N","f3",539,6,3
"N","f3",531,6,3
"N","f3",484,6,3
"N","f3",523,6,3
"N","f3",500,6,3
"N","f3",461,6,3
"N","f3",494,6,3
"N","f3",469,6,3
"N","f3",533,6,3
"N","f3",521,6,3
"N","f3",556,6,3
"N","f3",498,6,3
"N","f3",449,6,3
"N","f3",602,6,3
"N","f3",576,6,3
"N","f3",564,6,3
"N","f3",547,6,3
"N","f3",584,6,3
"N","f3",607,6,3
"N","f3",545,6,3
"N","f3",627,6,3
"N","f3",551,6,3
"N","f3",633,6,3
"N","f3",657,6,3
"N","e5",702,5,5
"N","e5",625,5,5
"N","e5",613,5,5
"N","e5",512,5,5
"N","e5",635,5,5
"N","e5",554,5,5
"N","e5",472,5,5
"N","e5",554,5,5
"N","g6",358,7,6
"N","g6",391,7,6
"N","g6",335,7,6
"N","g6",394,7,6
"N","g6",427,7,6
"N","g6",388,7,6
"N","g6",300,7,6
"N","g6",317,7,6
"N","h4",343,8,4
"N","h4",321,8,4
"N","h4",339,8,4
"N","h4",70,8,4
"N","h4",173,8,4
"N","h4",145,8,4
"N","f3",162,6,3
"N","f3",289,6,3
"N","e5",351,5,5
"N","e5",351,5,5
"N","e5",451,5,5
"N","e5",441,5,5
"N","d3",17,4,3
"N","b1",593,2,1
"N","b1",512,2,1
"N","b1",489,2,1
"N","b1",495,2,1
"N","b1",508,2,1
"N","b1",474,2,1
"N","b1",506,2,1
"N","b1",507,2,1
"N","c3",661,3,3
"N","c3",547,3,3
"N","c3",621,3,3
"N","c3",556,3,3
"N","c3",636,3,3
"N","c3",522,3,3
"N","c3",622,3,3
"N","c3",555,3,3
"N","c3",586,3,3
"N","c3",541,3,3
"N","c3",607,3,3
"N","c3",515,3,3
"N","c3",592,3,3
"N","c3",479,3,3
"N","c3",415,3,3
"N","c3",520,3,3
"N","c3",403,3,3
"N","c3",506,3,3
"N","c3",464,3,3
"N","c3",563,3,3
"N","c3",555,3,3
"N","c3",510,3,3
"N","c3",342,3,3
"N","c3",564,3,3
"N","c3",399,3,3
"N","c3",471,3,3
"N","c3",678,3,3
"N","c3",699,3,3
"N","c3",746,3,3
"N","c3",298,3,3
"N","c3",354,3,3
"N","c3",362,3,3
"N","e4",415,5,4
"N","e4",322,5,4
"N","e4",410,5,4
"N","e4",357,5,4
"N","e4",400,5,4
"N","f6",405,6,6
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",486,2,1
"N","b1",540,2,1
"N","b1",391,2,1
"N","b1",521,2,1
"N","b1",500,2,1
"N","b1",474,2,1
"N","b1",521,2,1
"N","b1",529,2,1
"N","b1",522,2,1
"N","c3",888,3,3
"N","c3",629,3,3
"N","c3",933,3,3
"N","c3",715,3,3
"N","c3",991,3,3
"N","c3",591,3,3
"N","c3",723,3,3
"N","c3",588,3,3
"N","c3",686,3,3
"N","c3",580,3,3
"N","c3",718,3,3
"N","c3",574,3,3
"N","c3",552,3,3
"N","c3",516,3,3
"N","c3",541,3,3
"N","c3",559,3,3
"N","c3",516,3,3
"N","c3",472,3,3
"N","c3",554,3,3
"N","c3",526,3,3
"N","c3",475,3,3
"N","c3",479,3,3
"N","c3",498,3,3
"N","c3",498,3,3
"N","c3",491,3,3
"N","c3",578,3,3
"N","c3",533,3,3
"N","c3",587,3,3
"N","c3",514,3,3
"N","c3",516,3,3
"N","c3",498,3,3
"N","c3",516,3,3
"N","c3",467,3,3
"N","c3",410,3,3
"N","c3",435,3,3
"N","c3",207,3,3
"N","c3",206,3,3
"N","c3",330,3,3
"N","c3",138,3,3
"N","d4",434,4,4
"N","d4",504,4,4
"N","d4",524,4,4
"N","c6",31,3,6
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",486,2,1
"N","c3",581,3,3
"N","c3",548,3,3
"N","c3",529,3,3
"N","c3",551,3,3
"N","c3",542,3,3
"N","c3",490,3,3
"N","c3",536,3,3
"N","c3",559,3,3
"N","c3",476,3,3
"N","c3",513,3,3
"N","c3",334,3,3
"N","c3",522,3,3
"N","c4",642,3,4
"N","c4",767,3,4
"N","c4",681,3,4
"N","c4",724,3,4
"N","c4",704,3,4
"N","c4",745,3,4
"N","c4",567,3,4
"N","c4",622,3,4
"N","c4",532,3,4
"N","c4",631,3,4
"N","c4",594,3,4
"N","c4",518,3,4
"N","c4",519,3,4
"N","c4",570,3,4
"N","c4",519,3,4
"N","c4",497,3,4
"N","c4",184,3,4
"N","c4",417,3,4
"N","c4",253,3,4
"N","c4",254,3,4
"N","c4",100,3,4
"N","c4",134,3,4
"N","c4",91,3,4
"N","b1",486,2,1
"N","b1",499,2,1
"N","b1",486,2,1
"N","b1",484,2,1
"N","c3",610,3,3
"N","c3",520,3,3
"N","c3",586,3,3
"N","c3",547,3,3
"N","c3",527,3,3
"N","c3",407,3,3
"N","c3",542,3,3
"N","c3",519,3,3
"N","c3",636,3,3
"N","c3",570,3,3
"N","c3",884,3,3
"N","c3",586,3,3
"N","c3",712,3,3
"N","c3",671,3,3
"N","c3",821,3,3
"N","c3",546,3,3
"N","c3",1699,3,3
"N","c3",945,3,3
"N","c3",558,3,3
"N","c3",603,3,3
"N","c3",572,3,3
"N","c3",522,3,3
"N","c3",478,3,3
"N","c3",644,3,3
"N","c3",678,3,3
"N","c3",625,3,3
"N","c3",661,3,3
"N","c3",639,3,3
"N","c3",565,3,3
"N","d4",547,4,4
"N","d4",608,4,4
"N","f5",606,6,5
"N","f5",600,6,5
"N","d4",604,4,4
"N","d4",577,4,4
"N","d4",654,4,4
"N","d4",604,4,4
"N","d4",608,4,4
"N","d4",496,4,4
"N","d4",561,4,4
"N","d4",620,4,4
"N","d4",523,4,4
"N","d4",576,4,4
"N","d4",525,4,4
"N","d4",486,4,4
"N","d4",492,4,4
"N","d4",400,4,4
"N","f5",554,6,5
"N","f5",514,6,5
"N","f5",493,6,5
"N","f5",564,6,5
"N","f5",510,6,5
"N","f5",571,6,5
"N","d4",513,4,4
"N","d4",678,4,4
"N","d4",423,4,4
"N","d4",457,4,4
"N","d4",442,4,4
"N","d4",471,4,4
"N","f3",494,6,3
"N","f3",479,6,3
"N","d4",460,4,4
"N","d4",424,4,4
"N","f3",416,6,3
"N","f3",493,6,3
"N","f3",514,6,3
"N","f3",476,6,3
"N","d4",679,4,4
"N","d4",492,4,4
"N","d4",887,4,4
"N","d4",831,4,4
"N","b3",168,2,3
"N","b3",35,2,3
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",490,2,1
"N","b1",491,2,1
"N","d2",477,4,2
"N","d2",523,4,2
"N","d2",500,4,2
"N","d2",494,4,2
"N","d2",469,4,2
"N","d2",571,4,2
"N","d2",502,4,2
"N","d2",550,4,2
"N","d2",530,4,2
"N","d2",511,4,2
"N","d2",487,4,2
"N","d2",464,4,2
"N","d2",435,4,2
"N","d2",525,4,2
"N","c4",562,3,4
"N","c4",705,3,4
"N","c4",869,3,4
"N","c4",783,3,4
"N","c4",527,3,4
"N","c4",496,3,4
"N","c4",530,3,4
"N","c4",517,3,4
"N","c4",1623,3,4
"N","c4",122,3,4
"N","c4",1231,3,4
"N","c4",632,3,4
"N","c4",1390,3,4
"N","c4",155,3,4
"N","c4",861,3,4
"N","c4",61,3,4
"N","c4",1142,3,4
"N","c4",206,3,4
"N","c4",1408,3,4
"N","b1",486,2,1
"N","b1",461,2,1
"N","b1",516,2,1
"N","b1",568,2,1
"N","c3",587,3,3
"N","c3",602,3,3
"N","c3",740,3,3
"N","c3",582,3,3
"N","c3",786,3,3
"N","c3",668,3,3
"N","c3",767,3,3
"N","c3",637,3,3
"N","c3",674,3,3
"N","c3",684,3,3
"N","c3",709,3,3
"N","c3",545,3,3
"N","c3",662,3,3
"N","c3",554,3,3
"N","c3",601,3,3
"N","c3",704,3,3
"N","c3",764,3,3
"N","c3",640,3,3
"N","c3",578,3,3
"N","c3",714,3,3
"N","c3",525,3,3
"N","c3",614,3,3
"N","c3",524,3,3
"N","c3",531,3,3
"N","c3",583,3,3
"N","c3",563,3,3
"N","b5",589,2,5
"N","b1",486,2,1
"N","b1",484,2,1
"N","b1",465,2,1
"N","b1",505,2,1
"N","b1",460,2,1
"N","b1",473,2,1
"N","b1",446,2,1
"N","b1",506,2,1
"N","b1",430,2,1
"N","b1",478,2,1
"N","b1",485,2,1
"N","b1",529,2,1
"N","b1",411,2,1
"N","b1",416,2,1
"N","b1",409,2,1
"N","b1",457,2,1
"N","d2",627,4,2
"N","d2",503,4,2
"N","d2",491,4,2
"N","d2",525,4,2
"N","d2",506,4,2
"N","d2",477,4,2
"N","d2",477,4,2
"N","d2",482,4,2
"N","d2",418,4,2
"N","d2",482,4,2
"N","d2",485,4,2
"N","d2",570,4,2
"N","e4",77,5,4
"N","f3",627,6,3
"N","d2",642,4,2
"N","d2",579,4,2
"N","d2",1020,4,2
"N","d2",1024,4,2
"N","e4",532,5,4
"N","e4",515,5,4
"N","e4",522,5,4
"N","e4",503,5,4
"N","d2",467,4,2
"N","d2",464,4,2
"N","d2",499,4,2
"N","d2",492,4,2
"N","d2",431,4,2
"N","d2",435,4,2
"N","d2",413,4,2
"N","d2",450,4,2
"N","d2",453,4,2
"N","d2",469,4,2
"N","d2",625,4,2
"N","d2",504,4,2
"N","d2",523,4,2
"N","d2",513,4,2
"N","d2",501,4,2
"N","d2",463,4,2
"N","d2",485,4,2
"N","d2",644,4,2
"N","d2",512,4,2
"N","d2",501,4,2
"N","b3",487,2,3
"N","b3",542,2,3
"N","b3",493,2,3
"N","b3",158,2,3
"N","b3",1454,2,3
"N","b3",552,2,3
"N","c5",591,3,5
"N","c5",554,3,5
"N","c5",517,3,5
"N","c5",486,3,5
"N","c5",467,3,5
"N","c5",433,3,5
"N","d7",560,4,7
"N","d7",868,4,7
"N","d7",485,4,7
"N","b1",593,2,1
"N","b1",478,2,1
"N","c3",630,3,3
"N","c3",620,3,3
"N","c3",645,3,3
"N","c3",553,3,3
"N","c3",598,3,3
"N","c3",598,3,3
"N","c3",629,3,3
"N","c3",514,3,3
"N","c3",511,3,3
"N","c3",400,3,3
"N","c3",202,3,3
"N","e2",609,5,2
"N","e2",508,5,2
"N","e2",492,5,2
"N","e2",637,5,2
"N","d4",655,4,4
"N","d4",693,4,4
"N","d4",642,4,4
"N","d4",768,4,4
"N","d4",806,4,4
"N","d4",979,4,4
"N","d4",1069,4,4
"N","d4",1166,4,4
"N","d4",882,4,4
"N","d4",708,4,4
"N","d4",646,4,4
"N","d4",799,4,4
"N","d4",795,4,4
"N","d4",429,4,4
"N","d4",743,4,4
"N","d4",848,4,4
"N","d4",807,4,4
"N","d4",747,4,4
"N","c6",814,3,6
"N","c6",613,3,6
"N","c6",681,3,6
"N","c6",752,3,6
"N","d4",1163,4,4
"N","d4",862,4,4
"N","d4",529,4,4
"N","d4",518,4,4
"N","d4",549,4,4
"N","d4",524,4,4
"N","d4",430,4,4
"N","e2",288,5,2
"N","e2",283,5,2
"N","e2",182,5,2
"N","e2",238,5,2
"N","e2",186,5,2
"N","e2",211,5,2
"N","e2",222,5,2
"N","e2",722,5,2
"N","b1",486,2,1
"N","b1",509,2,1
"N","b1",476,2,1
"N","b1",528,2,1
"N","b1",529,2,1
"N","b1",573,2,1
"N","c3",663,3,3
"N","c3",622,3,3
"N","c3",620,3,3
"N","c3",561,3,3
"N","c3",489,3,3
"N","c3",646,3,3
"N","c3",523,3,3
"N","c3",567,3,3
"N","c3",607,3,3
"N","c3",606,3,3
"N","c3",686,3,3
"N","c3",525,3,3
"N","e4",460,5,4
"N","e4",693,5,4
"N","c5",188,3,5
"N","g1",515,7,1
"N","g1",475,7,1
"N","g1",493,7,1
"N","g1",473,7,1
"N","g1",486,7,1
"N","g1",463,7,1
"N","g1",526,7,1
"N","g1",462,7,1
"N","g1",471,7,1
"N","e2",587,5,2
"N","e2",559,5,2
"N","c3",618,3,3
"N","c3",645,3,3
"N","c3",690,3,3
"N","c3",637,3,3
"N","c3",944,3,3
"N","c3",984,3,3
"N","c3",994,3,3
"N","c3",959,3,3
"N","c3",1269,3,3
"N","c3",496,3,3
"N","c3",549,3,3
"N","c3",548,3,3
"N","c3",520,3,3
"N","c3",467,3,3
"N","c3",499,3,3
"N","c3",592,3,3
"N","c3",547,3,3
"N","c3",608,3,3
"N","c3",570,3,3
"N","c3",573,3,3
"N","b5",473,2,5
"N","b5",385,2,5
"N","b5",482,2,5
"N","b5",431,2,5
"N","b5",144,2,5
"N","b5",16,2,5
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",479,2,1
"N","c3",493,3,3
"N","c3",512,3,3
"N","c3",590,3,3
"N","c3",601,3,3
"N","c3",663,3,3
"N","c3",553,3,3
"N","c3",1240,3,3
"N","c3",549,3,3
"N","c3",915,3,3
"N","c3",545,3,3
"N","c3",484,3,3
"N","c3",488,3,3
"N","c3",446,3,3
"N","c3",462,3,3
"N","c3",443,3,3
"N","c3",500,3,3
"N","c3",456,3,3
"N","c3",515,3,3
"N","c3",441,3,3
"N","c3",502,3,3
"N","c3",408,3,3
"N","c3",458,3,3
"N","c3",413,3,3
"N","c3",394,3,3
"N","c3",380,3,3
"N","c3",419,3,3
"N","c3",493,3,3
"N","c3",451,3,3
"N","c3",488,3,3
"N","c3",269,3,3
"N","c3",323,3,3
"N","h2",430,8,2
"N","h2",426,8,2
"N","h2",477,8,2
"N","h2",417,8,2
"N","h2",439,8,2
"N","h2",456,8,2
"N","h2",436,8,2
"N","h2",491,8,2
"N","h2",671,8,2
"N","h2",620,8,2
"N","h2",467,8,2
"N","h2",470,8,2
"N","h2",545,8,2
"N","f3",524,6,3
"N","f3",574,6,3
"N","f3",671,6,3
"N","f3",723,6,3
"N","d4",887,4,4
"N","d4",644,4,4
"N","b5",379,2,5
"N","b5",396,2,5
"N","b5",445,2,5
"N","b5",584,2,5
"N","b5",516,2,5
"N","b5",249,2,5
"N","b5",736,2,5
"N","b5",736,2,5
"N","b5",531,2,5
"N","b1",486,2,1
"N","b1",484,2,1
"N","b1",464,2,1
"N","b1",460,2,1
"N","b1",408,2,1
"N","b1",510,2,1
"N","b1",482,2,1
"N","b1",474,2,1
"N","b1",479,2,1
"N","b1",572,2,1
"N","b1",550,2,1
"N","b1",658,2,1
"N","c3",705,3,3
"N","c3",699,3,3
"N","b5",620,2,5
"N","b5",780,2,5
"N","b5",1680,2,5
"N","b5",1680,2,5
"N","c7",1896,3,7
"N","d5",638,4,5
"N","d5",779,4,5
"N","c7",897,3,7
"N","c7",861,3,7
"N","a8",344,1,8
"N","a8",333,1,8
"N","c7",401,3,7
"N","c7",416,3,7
"N","c7",383,3,7
"N","c7",361,3,7
"N","d5",396,4,5
"N","d5",403,4,5
"N","d5",393,4,5
"N","d5",400,4,5
"N","d5",400,4,5
"N","d5",433,4,5
"N","d5",555,4,5
"N","d5",468,4,5
"N","d5",510,4,5
"N","d5",414,4,5
"N","d5",577,4,5
"N","d5",550,4,5
"N","d5",611,4,5
"N","d5",510,4,5
"N","d5",596,4,5
"N","d5",406,4,5
"N","d5",715,4,5
"N","d5",641,4,5
"N","d5",729,4,5
"N","d5",674,4,5
"N","c7",898,3,7
"N","b1",506,2,1
"N","b1",526,2,1
"N","c3",576,3,3
"N","c3",600,3,3
"N","c3",553,3,3
"N","c3",541,3,3
"N","c3",538,3,3
"N","c3",532,3,3
"N","c3",514,3,3
"N","c3",563,3,3
"N","c3",500,3,3
"N","c3",524,3,3
"N","c3",500,3,3
"N","c3",556,3,3
"N","c3",522,3,3
"N","c3",582,3,3
"N","c3",528,3,3
"N","c3",504,3,3
"N","c3",543,3,3
"N","c3",559,3,3
"N","c3",560,3,3
"N","c3",545,3,3
"N","c3",531,3,3
"N","c3",472,3,3
"N","c3",537,3,3
"N","c3",560,3,3
"N","c3",527,3,3
"N","c3",602,3,3
"N","c3",561,3,3
"N","c3",586,3,3
"N","c3",540,3,3
"N","c3",757,3,3
"N","c3",599,3,3
"N","c3",630,3,3
"N","c3",722,3,3
"N","c3",675,3,3
"N","c3",708,3,3
"N","c3",690,3,3
"N","d5",742,4,5
"N","d5",659,4,5
"N","d5",716,4,5
"N","d5",730,4,5
"N","d5",601,4,5
"N","d5",719,4,5
"N","d5",596,4,5
"N","d5",607,4,5
"N","d5",607,4,5
"N","d5",616,4,5
"N","d5",625,4,5
"N","d5",584,4,5
"N","d5",499,4,5
"N","d5",461,4,5
"N","d5",623,4,5
"N","d5",565,4,5
"N","d5",610,4,5
"N","d5",604,4,5
"N","d5",746,4,5
"N","d5",412,4,5
"N","b1",486,2,1
"N","b1",484,2,1
"N","c3",503,3,3
"N","c3",538,3,3
"N","c3",539,3,3
"N","c3",544,3,3
"N","e4",39,5,4
"N","g1",431,7,1
"N","g1",485,7,1
"N","g1",545,7,1
"N","f3",615,6,3
"N","f3",587,6,3
"N","f3",497,6,3
"N","f3",507,6,3
"N","f3",501,6,3
"N","f3",453,6,3
"N","f3",508,6,3
"N","f3",496,6,3
"N","e5",470,5,5
"N","e5",587,5,5
"N","e5",609,5,5
"N","e5",571,5,5
"N","e5",520,5,5
"N","e5",546,5,5
"N","d3",441,4,3
"N","d3",493,4,3
"N","d3",410,4,3
"N","d3",433,4,3
"N","d3",434,4,3
"N","d3",468,4,3
"N","d3",471,4,3
"N","d3",485,4,3
"N","d3",532,4,3
"N","d3",527,4,3
"N","c5",62,3,5
"N","b1",486,2,1
"N","b1",536,2,1
"N","b1",481,2,1
"N","b1",462,2,1
"N","b1",476,2,1
"N","b1",478,2,1
"N","b1",444,2,1
"N","b1",471,2,1
"N","b1",460,2,1
"N","b1",431,2,1
"N","b1",500,2,1
"N","b1",463,2,1
"N","b1",453,2,1
"N","b1",472,2,1
"N","b1",466,2,1
"N","b1",476,2,1
"N","b1",437,2,1
"N","b1",465,2,1
"N","d2",477,4,2
"N","d2",506,4,2
"N","d2",234,4,2
"N","d2",419,4,2
"N","d2",452,4,2
"N","d2",492,4,2
"N","d2",459,4,2
"N","d2",509,4,2
"N","d2",513,4,2
"N","d2",462,4,2
"N","d2",384,4,2
"N","d2",369,4,2
"N","d2",393,4,2
"N","d2",431,4,2
"N","d2",327,4,2
"N","d2",476,4,2
"N","d2",302,4,2
"N","d2",184,4,2
"N","d2",345,4,2
"N","d2",375,4,2
"N","d2",437,4,2
"N","d2",426,4,2
"N","b1",454,2,1
"N","b1",490,2,1
"N","b1",446,2,1
"N","b1",487,2,1
"N","b1",579,2,1
"N","b1",493,2,1
"N","b1",532,2,1
"N","b1",515,2,1
"N","b1",535,2,1
"N","b1",484,2,1
"N","b1",488,2,1
"N","b1",507,2,1
"N","b1",522,2,1
"N","b1",523,2,1
"N","b1",502,2,1
"N","b1",530,2,1
"N","c3",595,3,3
"N","c3",699,3,3
"N","c3",554,3,3
"N","c3",684,3,3
"N","b1",486,2,1
"N","b1",461,2,1
"N","b1",516,2,1
"N","b1",565,2,1
"N","b1",579,2,1
"N","b1",592,2,1
"N","b1",599,2,1
"N","b1",621,2,1
"N","b1",557,2,1
"N","b1",490,2,1
"N","c3",602,3,3
"N","c3",707,3,3
"N","c3",763,3,3
"N","c3",535,3,3
"N","c3",607,3,3
"N","c3",561,3,3
"N","c3",711,3,3
"N","c3",630,3,3
"N","c3",640,3,3
"N","c3",646,3,3
"N","c3",640,3,3
"N","c3",662,3,3
"N","c3",620,3,3
"N","c3",471,3,3
"N","c3",464,3,3
"N","c3",660,3,3
"N","c3",520,3,3
"N","c3",551,3,3
"N","d1",845,4,1
"N","d1",632,4,1
"N","d1",1011,4,1
"N","d1",509,4,1
"N","d1",454,4,1
"N","d1",510,4,1
"N","d1",542,4,1
"N","d1",516,4,1
"N","d1",466,4,1
"N","d1",527,4,1
"N","d1",462,4,1
"N","d1",532,4,1
"N","d1",479,4,1
"N","d1",489,4,1
"N","d1",319,4,1
"N","d1",470,4,1
"N","c3",585,3,3
"N","c3",524,3,3
"N","c3",596,3,3
"N","c3",539,3,3
"N","c3",556,3,3
"N","c3",346,3,3
"N","c3",400,3,3
"N","b1",593,2,1
"N","b1",518,2,1
"N","b1",478,2,1
"N","b1",486,2,1
"N","b1",506,2,1
"N","b1",542,2,1
"N","b1",526,2,1
"N","b1",491,2,1
"N","b1",512,2,1
"N","b1",505,2,1
"N","b1",533,2,1
"N","b1",566,2,1
"N","b1",545,2,1
"N","b1",536,2,1
"N","c3",541,3,3
"N","c3",558,3,3
"N","c3",513,3,3
"N","c3",547,3,3
"N","c3",580,3,3
"N","c3",564,3,3
"N","c3",590,3,3
"N","c3",570,3,3
"N","c3",588,3,3
"N","c3",583,3,3
"N","c3",596,3,3
"N","c3",590,3,3
"N","c3",616,3,3
"N","c3",613,3,3
"N","c3",572,3,3
"N","c3",581,3,3
"N","e2",531,5,2
"N","e2",543,5,2
"N","e2",552,5,2
"N","e2",599,5,2
"N","e2",499,5,2
"N","e2",506,5,2
"N","e2",518,5,2
"N","e2",520,5,2
"N","e2",599,5,2
"N","e2",545,5,2
"N","e2",684,5,2
"N","e2",727,5,2
"N","e2",735,5,2
"N","e2",758,5,2
"N","c3",699,3,3
"N","c3",552,3,3
"N","c3",517,3,3
"N","c3",522,3,3
"N","b5",576,2,5
"N","b5",538,2,5
"N","b5",540,2,5
"N","b1",459,2,1
"N","b1",464,2,1
"N","b1",402,2,1
"N","b1",440,2,1
"N","b1",430,2,1
"N","b1",470,2,1
"N","b1",461,2,1
"N","b1",473,2,1
"N","b1",475,2,1
"N","b1",464,2,1
"N","c3",440,3,3
"N","c3",469,3,3
"N","c3",475,3,3
"N","c3",524,3,3
"N","c3",465,3,3
"N","c3",495,3,3
"N","c3",446,3,3
"N","g5",516,7,5
"N","g5",507,7,5
"N","g5",531,7,5
"N","g5",496,7,5
"N","g5",460,7,5
"N","g5",497,7,5
"N","g5",515,7,5
"N","g5",475,7,5
"N","g5",458,7,5
"N","g5",393,7,5
"N","b1",486,2,1
"N","b1",468,2,1
"N","b1",481,2,1
"N","b1",561,2,1
"N","b1",551,2,1
"N","b1",603,2,1
"N","c3",514,3,3
"N","c3",544,3,3
"N","c3",529,3,3
"N","c3",523,3,3
"N","c3",461,3,3
"N","c3",463,3,3
"N","c3",825,3,3
"N","c3",461,3,3
"N","c3",404,3,3
"N","c3",455,3,3
"N","c3",481,3,3
"N","c3",528,3,3
"N","c3",461,3,3
"N","c3",455,3,3
"N","c3",492,3,3
"N","c3",533,3,3
"N","c3",479,3,3
"N","c3",513,3,3
"N","c3",595,3,3
"N","c3",475,3,3
"N","c3",431,3,3
"N","c3",476,3,3
"N","c3",509,3,3
"N","c3",528,3,3
"N","c3",346,3,3
"N","c3",391,3,3
"N","c3",158,3,3
"N","c3",264,3,3
"N","c3",394,3,3
"N","c3",336,3,3
"N","c3",453,3,3
"N","c3",536,3,3
"N","c3",554,3,3
"N","c3",576,3,3
"N","b1",486,2,1
"N","b1",461,2,1
"N","b1",467,2,1
"N","b1",505,2,1
"N","b1",545,2,1
"N","b1",525,2,1
"N","b1",487,2,1
"N","b1",483,2,1
"N","b1",478,2,1
"N","b1",483,2,1
"N","b1",483,2,1
"N","b1",490,2,1
